file name, Colony ID, Total Islands, Total DAPI,Mean cells, STDEV cells, Mean Area, STDEV Area, Mean Perimeter, STDEV Perimeter, Mean Eccentricity, STDEV Eccentricy, Mean Circ, STDEV Circ, Mean Centroid, nan , STDEV Centroid, Mean Dist from center, STDEV dist center
images/bullseye/EBICS_BULLSEYE_A - 5_E_D(cropped).tif,2,4,11390,361.5,523.9945133300539,123722.5,178456.04999621055,2702.7438290072,2498.4693952896628,0.8669238081452864,0.13170776784669116,0.22446451293384062,0.15836999371420274,1781.1063750836734, 615.6894259488266, 0.00015268451309555554, 7.69682629878641e-05
